,cs_sentences,en_sentences,es_sentences
139,"Pero, tal vez más adelante podamos discutir the album, creo que será hermoso después de All this.","But , maybe later we can discuss the album , I think it will be beautiful after all this .
","Pero , tal vez más adelante podamos discutir el álbum , creo que será hermoso después de todo esto .
"
140,"Do not get tired aunque you want it, sé always a better person.","Do n't get tired even if you want to , always be the better person .
","No te canses aunque lo deses , sé siempre mejor persona .
"
141,Aunque it del iron no me sorprendería.,"Although the iron thing would n't surprise me .
","Aunque lo del hierro no me sorprendería .
"
142,I voy a hacer school shooter.,"I 'm going to do school shooter .
","Me voy a hacer school shooter .
"
143,Si no fallas ni siquiera it estás intentando … when you stop de aprender your mind para de crecer … Sumérgete entre positive and beautiful people.,"If you do n't fail you 're even not trying , when you stop learning your mind stops growing , immerse yourself among positive and beautiful people .
","Si no fallas ni siquiera lo estás intentando … Cuando paras de aprender tu mente para de crecer … Sumérgete entre gente positiva y hermosa .
"
144,Me encanta cuando my Jonathan me da kisses en forehead.,"I absolutely love when my Jonathan gives me forehead kisses .
","Me encanta cuando mi Jonathan me da besos en la frente .
"
145,Apuesto a que piensas en my cuando ves things de thor.,"I bet you think about me when you see Thor stuff .
","Apuesto a que piensas en mí cuando ves cosas de Thor .
"
146,"Lo acabo de escuchar, Super good tambien.","I just heard it , super good too .
","Lo acabo de escuchar , super bueno tambien .
"
147,This fading puede ser demasiado corto. Oh God. ( No se I puede culpar por lo that se dice because of google ).,"This fade may be too short . Oh God . ( I can not be blamed for what is said because of google . )
","Este desvanecimiento puede ser demasiado corto . Oh Dios . ( No se me puede culpar por lo que se dice debido a google ) .
"
148,"Ok, pero ¿ what platform de transmission tiene all Seasons de winx?","Ok , but which streaming platform has all the Winx seasons ?
","Ok , pero ¿ qué plataforma de transmisión tiene todas las temporadas de Winx ?
"
149,Nobody tiene the perfect life.,"Nobody has the perfect life .
","Nadie tiene la vida perfecta .
"
150,"my argument tiene evidence, unlike del yours, por that no puedes debatir, porque sabes que tengo reason.","My argument has evidence , unlike yours , that ’s why you ca n't debate , cause you know I 'm right .
","Mi argumento tiene pruebas , a diferencia del tuyo , por eso no puedes debatir , porque sabes que tengo razón .
"
151,Baby the tiene actuando estúpido.,"Bebe has them acting stupid .
","Bebe los tiene actuando estúpido .
"
152,Son hechos it does n't have to hurt.,"They are facts does not have to hurt .
","Son hechos no tiene que doler .
"
153,""" Aun hay time "", no pero no quiero.",""" There 's still time , "" no but I do n't want to .
",""" Aun hay tiempo "" , no pero no quiero .
"
154,"Vive por yourself, for love de God.","Live for yourself , for fuck 's sake .
","Vive por ti mismo , por el amor de Dios .
"
155,"A veces me pongo triste y después me recuerdo que soy una maldita idiota that no tiene idea de what the hell está haciendo y luego I pongo aún más triste, pero de todos modos, mira that linda I veía bajo the blue light.","Sometimes I get sad and then I remind myself that I am a fucking idiot that has no idea what the fuck she 's doing and then I get even more sad , but anyways , look how cute I looked under blue light .
","A veces me pongo triste y después me recuerdo que soy una maldita idiota que no tiene idea de qué diablos está haciendo y luego me pongo aún más triste , pero de todos modos , mira qué linda me veía bajo la luz azul .
"
156,"Después de this six - year term dificilmente volveran a see your face en events like these, que vergüenza escuchar as speaker a this fraud that hizo del country one of the worst en statistics por its terrible management del Covid-19.","After this six - year term , they will hardly see your face again in events like these , how embarrassing to listen as a speaker to this fraud who made the country one of the worst in statistics due to his terrible management of Covid-19 .
","Después de este sexenio dificilmente volveran a verte la cara en eventos como estos , que vergüenza escuchar como orador a este fraude que hizo del país uno de los peores en estadísticas por su pésima gestión del Covid-19 .
"
157,"Some tienen issues con mother, other problems con dad, I tengo issues con the family.","Some have mommy issues , others daddy issues , I have family issues .
","Unos tienen problemas con mamá , otros problemas con papá , yo tengo problemas con la familia .
"
158,"No, hey, self - love, be yourself, even if you yourself are down.","No , hey self love , be yourself , even if you yourself are down .
","No , eyy amor propio , sé tú mismo , aunque tú mismo estés abajo .
"
159,"Elon Musk es un cerdo, pero un cerdo con Damned money, aunque monkey se vista de silk, monkey se queda.","Elon Musk is a pig , but a pig with freaking money , although the monkey dresses in silk , a monkey he stays .
","Elon Musk es un cerdo , pero un cerdo con maldito dinero , aunque el mono se vista de seda , el mono se queda .
"
160,Pensando aunque puedo verlo totalmente.,"Thinking though i can totally see it .
","Pensando aunque puedo verlo totalmente .
"
161,"Aunque no he llegado a where I quiero, no volveré nunca a where solía estar.","Although I have n't gotten where I want , I wo n't ever come back where I used to be .
","Aunque no he llegado a donde yo quiero , no volveré nunca a donde solía estar .
"
162,"A the shit government, all my friends son de Al-Qaeda.","Fuck the government , all my homies are from Al - Qaeda .
","A la mierda el gobierno , todos mis amigos son de Al-Qaeda .
"
163,"Mi ex realmente me envió a message de text diciendo "" vos you 're mine y you will always be "", brother, han pasado 4 years ... ¿ no tienes bride?","My ex really texted me saying “ you are mine and you will always be , ” bro it ’s been 4 years … .. do n’t you have a girlfriend ?
","Mi ex realmente me envió un mensaje de texto diciendo "" vos sos mia y siempre serás "" , hermano , han pasado 4 años ... ¿ no tienes novia ?
"
164,"siempre me dicen que no sea tan inseguro, estoy haciendo my best attempt.","They always tell me not to be so insecure , I 'm trying my best .
","siempre me dicen que no sea tan inseguro , estoy haciendo mi mejor esfuerzo .
"
165,Por hacer so many blowjobs.,"For doing so many blowjobs .
","Por hacer tantos mamadas .
"
166,I was in a comedy de foot.,"I was in a stand up comedy .
","Estaba en una comedia de pie .
"
167,"I was in a club gay, ha ha ha, that 's my little twink boy.","I was in a gay club , lol , that 's my little twink boy .
","Estaba en un club gay , jajaja , that's my little twink boy .
"
168,"Maybe it 's time de volver a F1 porque this es una buena carrera, pensé que estaba viendo GT3 por one moment.","Maybe it 's time to get back into F1 because this is some good ass racing , I thought I was watching GT3 for a bit .
","Tal vez es hora de volver a la F1 porque esta es una buena carrera , pensé que estaba viendo GT3 por un momento .
"
169,"¡ Oh, Dios mío, that es demasiado con this failed government!","Oh my gosh , that 's too much with this failed government !
","¡ Oh , Dios mío , eso es demasiado con este gobierno fallido !
"
170,Voy a hacer cosplay de Marshall Lee ( Marcelline 's genderbend ).,"I 'm going to cosplay Marshall Lee ( Marceline 's genderbend ) .
","Voy a hacer cosplay de Marshall Lee ( genderbend de Marceline ) .
"
171,"Baby, te voy a hacer a baby.","Baby , I 'm going to make you a baby .
","Baby , te voy a hacer un nene .
"
172,Quiero hacer outfits a play with you.,"I want to make matching outfits with you .
","Quiero hacer outfits a juego contigo .
"
173,"Y que Laura esta triste, why are you lying?","And that Laura is sad , why are you lying ?
","Y que Laura esta triste , por que mientes ?
"
174,She estaba en el confesionario sin importarle who se iba.,"She was in the confessional giving no fucks about who she was leaving .
","Ella estaba en el confesionario sin importarle quién se iba .
"
175,take me back a cuando Pussydon estaba activo.,"Take me back to when Pussydon was active .
","Take me back a cuando Pussydon estaba activo .
"
176,"No se cansan de chamuyarse estos dos, hey, sé lo que eres.","These two do n't get tired of harassing each other , che , I know what you are .
","No se cansan de chamuyarse estos dos , che , sé lo que eres .
"
177,Tutorial para colorear para cuando?,"Coloring tutorial is when ?
","Tutorial para colorear para cuando ?
"
178,Debería haber sabido que something andaba mal cuando comencé a ocultarle parte de our interactions con my best friend.,"I should have known something was wrong when I started hiding some of our interactions from my best friend .
","Debería haber sabido que algo andaba mal cuando comencé a ocultarle parte de nuestras interacciones con mi mejor amigo .
"
179,"Cuando the plan es café helado, Shopping, dinner y drinks.","When the plan is to go for iced coffee , shopping , dinner and drinks .
","Cuando el plan es café helado , de compras , cena y bebidas .
"
180,"Serán como, "" Terry, paso all my thoughts awake deseando your death "", y I diría aww, I también tea amo.","They 'll be like , “ Terry , I spend my every waking thought wishing upon your demise , ” and I 'd be like aw , I love you too .
","Serán como , "" Terry , paso todos mis pensamientos despiertos deseando tu muerte "" , y yo diría aw , yo también te amo .
"
181,"I haría Savannah, me siento más real del south y I 'm also a big fan de Forrest.","I would do Savannah , I just feel more real south and also huge I 'm a fan of Forrest .
","Yo haría Savannah , me siento más real del sur y también soy un gran fanático de Forrest .
"
182,¡ Tea extraño also!,"I miss you too !
","¡ Te extraño tambien !
"
183,"Muy feliz y orgullosa de no verme en this tweet, cursar con vos también es un impulso de moral.","Very happy and proud to not see myself in this tweet , studying with you is also a morale booster .
","Muy feliz y orgullosa de no verme en este tuit , cursar con vos también es un impulso de moral .
"
184,"Ya te it había dicho, pero it diré de nuevo, feliz feliz feliz 25th birthday.","I already told you , but I 'll say it again , happy happy happy 25th birthday .
","Ya te lo había dicho , pero lo diré de nuevo , feliz feliz feliz 25 cumpleaños .
"
185,"Había olvidado que soy más alto que you, te amo low king.","I had forgotten that I am taller than you , I love you short king .
","Había olvidado que soy más alto que tú , te amo rey bajo .
"
186,"Por please take care of me, no puede ser.","Please look after me , it ca n't be .
","Por favor cuídame , no puede ser .
"
187,Como puede ser tan malditamente hermoso.,"How can it be so goddamn beautiful .
","Como puede ser tan malditamente hermoso .
"
188,"So I went to a club en Miami llamado rosary beads; mientras escuchaban Perreo ( all types de music ) the host, a white, me evalúa y you dice a my friend ( probablemente porque pensó que no hablaba Spanish ), "" the black es demasiado, no puede entrar, it siento "", mientras dejó entrar a a white girl con the same blouse que I.","So , I went to a club in Miami called Rosario ; as they were blasting Perreo ( of all music ) the host , a white girl , sizes me up and tells my friend ( likely because she thought I did n't speak Spanish ) , “ the black girl is too much , she ca n’t come in , sorry , ” while she let a white girl in with the same top as me .
","Entonces , fui a un club en Miami llamado Rosario ; mientras escuchaban Perreo ( de todos los tipos de música ) la anfitriona , una blanca , me evalúa y le dice a mi amiga ( probablemente porque pensó que no hablaba español ) , "" la negra es demasiado , no puede entrar , lo siento "" , mientras dejó entrar a una chica blanca con la misma blusa que yo .
"
189,"I no tengo issues con my father, my father tiene issues con his daughter.","I do n't have daddy issues , my father has daughter issues .
","Yo no tengo problemas con mi padre , mi padre tiene problemas con su hija .
"
190,"Me gusta spring pero at the same time no porque, ¿ that está pasando con This weather de shit?","I like spring but at the same time I do n't because , what 's going on with this motherfucking weather ?
","Me gusta la primavera pero al mismo tiempo no porque , ¿ qué está pasando con este clima de mierda ?
"
191,"Pero ya ni tanto, estoy tan feliz por that.","But not so much anymore , I 'm so happy about that .
","Pero ya ni tanto , estoy tan feliz por eso .
"
192,"Opino lo mismo, winter me hace ver tan bien.","I think the same , winter makes me look so good .
","Opino lo mismo , el invierno me hace ver tan bien .
"
193,"Ahora that estoy con various projects voy a citar a one de my references : "" Every aspect de hacer films es un gran dolor en the rear, y nunca vale the sorrow "".","Now that I am with several projects , I am going to quote one of my references : "" Every single aspect of making movies is a giant pain in the ass , and it 's never worth it . ""
","Ahora que estoy con varios proyectos voy a citar a uno de mis referentes : "" Cada aspecto de hacer películas es un gran dolor en el trasero , y nunca vale la pena "" .
"
194,"Me encanta "" Be For You "", aunque en realidad no ruego por nobody.","I love "" Be For You "" , although I really do n't beg for anyone .
","Me encanta "" Be For You "" , aunque en realidad no ruego por nadie .
"
195,"Quiero vivir hasta the 102 years y ser saludable con the capacity de contarles a my grandchildren and great - grandchildren stories de love, aunque no sea de su abuelo.","I want to live to be 102 , and healthy with the ability to tell my grandchildren and great grandchildren love stories , even if it 's not from your grandfather .
","Quiero vivir hasta los 102 años y ser saludable con la capacidad de contarles a mis nietos y bisnietos historias de amor , aunque no sea de su abuelo .
"
196,Aunque every time que se me acaba the social battery arruina my status de cheer up porque no quiero perderme nothing o hacer que others se sientan incómodas.,"Although every time I run out of social battery it ruins my mood cuz I do n't want to miss out on anything or make other people uncomfortable .
","Aunque cada vez que se me acaba la batería social arruina mi estado de ánimo porque no quiero perderme nada o hacer que otras personas se sientan incómodas .
"
197,Estoy disfrutando this aunque you no it crea.,"i ’m enjoying this believe it or not .
","Estoy disfrutando esto aunque usted no lo crea .
"
198,"Okay y siempre ganamos, ¿ which es tu punto?","Okay and we always win , what 's your point ?
","Okay y siempre ganamos , ¿ cuál es tu punto ?
"
199,Who diría que Mbappe sabe hacer stand up.,"Who would say that Mbappe knows how to stand up .
","Quien diría que Mbappé sabe hacer stand up .
"
200,"Echo de menos ir al gym y hacer a good workout, pero necesito cuidarme the first weeks.","I miss going to the gym and doing a good workout , but I need to take care of myself the first weeks .
","Echo de menos ir al gimnasio y hacer un buen entrenamiento , pero necesito cuidarme las primeras semanas .
"
201,Hacer task con Jungle de background es mi pasión.,"Doing homework with Jungle in the background is my passion .
","Hacer tarea con Jungle de fondo es mi pasión .
"
202,"See a someone morir y no hacer nothing, no es el mejor sentimiento that existe.","Watching someone die and doing nothing , not the best feeling there is .
","Ver a alguien morir y no hacer nada , no es el mejor sentimiento que existe .
"
203,“ No estaba listo para romper ”.,""" I was n't ready to break up . ""
","“ No estaba listo para romper ” .
"
204,Estaba mirando shop windows.,"I was window shopping .
","Estaba mirando escaparates .
"
205,These fucking visuals.,"These fucking visuals .
","Estos putos visuales .
"
206,"¿ Que hacia pintando? está tan loco, it amo.","What was he doing painting ? He 's so crazy , love him .
","¿ Que hacia pintando ? está tan loco , lo amo .
"
207,"Se echa hair hacia back, es que haces lo minimo y sigues siendo king.","She throws her hair back , it 's because you do the bare minimum and you 're still a king .
","Se echa el pelo hacia atras , es que haces lo minimo y sigues siendo rey .
"
208,"Ah, me gusta Soup de noodle, aunque haga heat.","Ah , I like noodle soup , even when it 's hot .
","Ah , me gusta la sopa de fideo , aunque haga calor .
"
209,"Aunque me abienten stones y more stones, dije lo that hay que decir.","Although they throw stones and more stones at me , I said what it needed to be said .
","Aunque me abienten piedras y mas piedras , dije lo que hay que decir .
"
210,Siempre me siento mal porque no soy para nada a morning person.,"I always feel bad because I 'm not a morning person at all .
","Siempre me siento mal porque no soy para nada una persona mañanera .
"
211,"Tienes que abrir your heart al world y to the people that se preocupan por you, si no, siempre vas a estar infeliz con life, nothing tea va a satisfacer con your attitude de “ victima a life. ”","Y’all got ta open y’ all heart to the world and to the people that care about you , otherwise you will always be unhappy with life , nothing will satisfy you with your “ victim to life ” attitude .
","Tienes que abrir tu corazón al mundo y a las personas que se preocupan por ti , si no , siempre vas a estar infeliz con la vida , nada te va a satisfacer con tu actitud de “ victima a la vida . ”
"
212,"Me abstengo de hacer comments, creo que tengo a problem.","I refrain from commenting , I think I have a problem .
","Me abstengo de hacer comentarios , creo que tengo un problema .
"
213,"Horror the jotes that quieren hacer que polygamy happens, no va a pasar.","Horror the jotes who want to make polygamy happen , it ’s not gon na happen .
","Horror los jotes que quieren hacer que la poligamia suceda , no va a pasar .
"
214,"Que sera lo that se creen these sin shame, all saben que no se va a the weddings por love.","What will these shameless believe , everyone knows you do n't go to weddings for love .
","Que sera lo que se creen estos sin vergüenza , todos saben que no se va a las bodas por amor .
"
215,"You go para meal, party y bar libre.","You go for food , party and open bar .
","Tu vas para comida , fiesta y barra libre .
"
216,Arthur ha sido un dolor de head all these months así que me alegro de el solo porque no se va a quejar de que Anthony es tonto.,"Arthur has been a pain all these months so I 'm glad of him only because he is not going to be whinnying about Antonio being dense .
","Arthur ha sido un dolor de cabeza todos estos meses así que me alegro de el solo porque no se va a quejar de que Antonio es tonto .
"
217,Primero tienes que inhalar the air hacia lungs.,"First you got ta inhale the air into your lungs .
","Primero tienes que inhalar el aire hacia los pulmones .
"
218,Por that tenian que bully a people that hacia tiktoks en cosplay con exaggerated faces out of the app?,"Why did they have to bully people who did cosplay tiktoks with exaggerated faces out of the app ?
","Por que tenian que bully a la gente que hacia tiktoks en cosplay con caras exageradas out of the app ?
"
219,"No tienes que arrepentirte de go away y crecer, no, bueno, no hacía falta.","You do n't have to be sorry for leaving and growing up , no , well , there was no need .
","No tienes que arrepentirte de irte y crecer , no , bueno , no hacía falta .
"
220,"De hecho, aquí estoy, gritando en homosexual.","In fact , here I am , screaming in homosexuality .
","De hecho , aquí estoy , gritando en homosexual .
"
221,"Me gusta a white man y I arrastran, hate this, merezco algo mejor.","I like a white man and I get dragged , I hate this , I deserve better .
","Me gusta un hombre blanco y me arrastran , odio esto , merezco algo mejor .
"
222,"Okay okay everything está bien, a mimir ahora, si.","Okay okay all is well , time to sleep now , yes .
","Okay okay todo está bien , a mimir ahora , si .
"
223,Muy orgulloso de my Barcita y de todo lo that han logrado this season después de todo lo that ha pasado.,"Very proud of my Barcita and everything they 've accomplished this season after everything that has happened .
","Muy orgulloso de mi Barcita y de todo lo que han logrado esta temporada después de todo lo que ha pasado .
"
224,"Home huele a coffee y potatoes de a small breakfast antes del lunch antes del game, life es buena, te quiero Benedict.","The house smells like coffee and potatoes from a little pre - brunch breakfast before the pregame , life is good , I love you Benito .
","La casa huele a café y papas de un pequeño desayuno antes del almuerzo antes del juego , la vida es buena , te quiero Benito .
"
225,No estaba listo para the breaking.,"I was n't ready for the break up .
","No estaba listo para el rompimiento .
"
226,The engineers de Audio están haciendo estallar their pussies con these presentations en vivo.,"The audio engineers are popping their pussies with these live performances .
","Los ingenieros de audio están haciendo estallar sus coños con estas presentaciones en vivo .
"
227,Hate these flashbacks.,"I hate these flashbacks .
","Odio estos flashbacks .
"
228,"what the fuck, Taylor Swift not hacia the rock?","What the fuck , Taylor Swift did n't rock ?
","¿ Qué carajo , Taylor Swift no hacia el rock ?
"
229,"Estoy en Car hacia Cannes, se acabó para you.","I 'm in the car to Cannes , it 's over for you .
","Estoy en el coche hacia Cannes , se acabó para ti .
"
230,Nos ha hecho gaslighting.,"It has made us gaslight .
","Nos ha hecho gaslighting .
"
231,He hecho matches sin querer con A spanish.,"I have inadvertently made a match with a Spaniard .
","He hecho match sin querer con un español .
"
232,"No estoy emocionada, no, odio beach volleyball, pero life es así a veces.","I 'm not excited , no , I hate beach volleyball , but life 's like that sometimes .
","No estoy emocionada , no , odio el volley playa , pero la vida es así a veces .
"
233,"“ Latin culture es muy machista ”, dice Benedict.","“ Latino culture is very machista , ” Benito says .
","“ La cultura latina es muy machista ” , dice Benito .
"
234,"Es triste, pero aquí hay many sexist, insecure and sexist men que no pueden aceptar the idea de que his girlfriend es independiente, inteligente y exitosa.","It 's sad but there are a lot of sexist , insecure , machista men here who ca n't deal with the idea their girlfriend is independent , intelligent and successful .
","Es triste , pero aquí hay muchos hombres sexistas , inseguros y machistas que no pueden aceptar la idea de que su novia es independiente , inteligente y exitosa .
"
235,Not my super macho uncle y I nos unimos por vender Sunset y ser el equipo de Christine.,"Not me and my super macho uncle bonding over selling sunset and being team Christine .
","No mi tío súper machista y yo nos unimos por vender Sunset y ser el equipo de Christine .
"
236,"Macho society, darling!","Macho society , honey !
","¡ Sociedad machista , cariño !
"
237,No olvidemos cuando you hizo mansplaining a all the class.,"Let 's not forget when he mansplained the whole class .
","No olvidemos cuando le hizo mansplaining a toda la clase .
"
238,"No puedo creer que baja promotion cuando es el final de season, ¡ the ratings caerán incluso más that last week!","I ca n't believe that promotion goes down when it 's the end of the season , the ratings will drop even more than the last week !
","No puedo creer que baja promoción cuando es el final de temporada , ¡ los ratings caerán incluso más que la semana pasada !
"
239,"Cuando you like vamos, but for now, good night!","Whenever you like , let 's go , but for now Goodnight !
","Cuando gustes vamos , pero por ahora ¡ Buenas noches !
"
240,Because it 's my first life too.,"Because it 's my first life too .
","Porque es mi primera vida tambien .
"
241,"That tampoco mola, no me extraña que no haya gays ni lesbianas en home, pero Niurka es la reina de gays y the bitches.","That 's not cool either , no wonder no gay or lesbians are in the house , but Nuirka is Queen of the gays and bitches .
","Eso tampoco mola , no me extraña que no haya gays ni lesbianas en la casa , pero Nuirka es la reina de los gays y las perras .
"
242,"Ya it hice hace a pair de months, también fue genial.","I already did couple months ago , it was great too .
","Ya lo hice hace un par de meses , también fue genial .
"
243,"Nos envió a message de text con a video desde His appartament where les preguntó a Max y Rafe : "" ¿ Vamos a ayudar a our friends? "". y ambos gritaron, “ ¡ No! ” también están hartos de problems.","He texted us a video from their apartment where he asked Max and Rafe , “ Are we going to help our friends ? ” and they both shouted , “ No ! ” they are also fed up with the problems .
","Nos envió un mensaje de texto con un video desde su apartamento donde les preguntó a Max y Rafe : "" ¿ Vamos a ayudar a nuestros amigos ? "" . y ambos gritaron , “ ¡ No ! ” también están hartos de los problemas .
"
244,No había visto que estaba casi sin shirt.,"I had n't seen that he was almost shirtless .
","No había visto que estaba casi sin camisa .
"
245,"Mira bastard, había an idiot that gritaba a every second en the movie scream 5, y te juro que casi you pego si no estuviera Sergio.","Mira bastard , there was a pendeja that was shouting every second in the film Scream 5 , and I swear I was almost about to hit her if Sergio was n't there .
","Mira cabrón , había una pendeja que gritaba a cada segundo en la película Scream 5 , y te juro que casi le pego si no estuviera Sergio .
"
246,"Oye, I no había visto a the woman en home al other side de the street de the girl en window.","Hey , I had n't seen the woman in the house across the street from the girl in the window .
","Oye , yo no había visto a la mujer en la casa al otro lado de la calle de la niña en la ventana .
"
247,All puede ser un meme si eres lo suficientemente valiente.,"Everything can be a meme if you 're brave enough .
","Todo puede ser un meme si eres lo suficientemente valiente .
"
248,"Es como si estuviera tratando de competir with myself, a ver, who puede tener more attacks de panic en the school en one day.","It 's like I 'm trying to compete with myself , let 's see , who can have more panic attacks in school in one day .
","Es como si estuviera tratando de competir conmigo mismo , a ver , quién puede tener más ataques de pánico en la escuela en un día .
"
249,"Likewise brother, pero en Miami se ve normal, si vas a ser un hoe tienes que poseerlo.","Same brother , but in Miami it looks normal , if you 're gon na be a hoe you got ta own it .
","Así mismo hermano , pero en Miami se ve normal , si vas a ser un hoe tienes que poseerlo .
"
250,"Para quedar, si someone está interesado en canjear the entrance, podemos encontrarnos the day antes del concert o The same day del concert.","For meetup , if anyone is interested in trading the ticket we can meet up on the day before the concert or the concert day itself .
","Para quedar , si alguien está interesado en canjear la entrada , podemos encontrarnos el día antes del concierto o el mismo día del concierto .
"
251,Crazy like everyone siempre decían que time vuela después de graduarse de secondary school and one nunca it cree hasta que it ve por itself.,"Crazy how everyone always said time flies after you graduate high school and you never believe it until you see it for yourself .
","Loco como todos siempre decían que el tiempo vuela después de graduarse de la escuela secundaria y uno nunca lo cree hasta que lo ve por sí mismo .
"
252,Paint del same brush : Different dog with the same collar.,"Paint from the same brush : Different dog with the same collar .
","Pintura del mismo pincel : Distinto perro con el mismo collar .
"
253,"Pero, aquí estás, escribiendo en your own language, and not en English, no hables de racism, Steven tiene style the other type es tan vulgar.,   you understand ahora bonito?","But , here you are , writing in your own language , and not in English ; do n't talk about racism , Steven has style , the other guy is so tacky , do you understand now beautiful ?","Pero , aquí estás , escribiendo en tu propio idioma , y ​​no en inglés , no hables de racismo , Steven tiene estilo el otro tipo es tan vulgar . , ¿ entiendes ahora bonito ?"
