,cs_sentences,en_sentences,es_sentences
139,"But, maybe later nosotros can discuss el álbum, I think él will be beautiful after todo esto.","But , maybe later we can discuss the album , I think it will be beautiful after all this .
","Pero , tal vez más adelante podamos discutir el álbum , creo que será hermoso después de todo esto .
"
140,"Do n't get tired even if tú want to, always be la mejor persona.","Do n't get tired even if you want to , always be the better person .
","No te canses aunque lo deses , sé siempre mejor persona .
"
141,Although la cosa de hierro would n't surprise a mí.,"Although the iron thing would n't surprise me .
","Aunque lo del hierro no me sorprendería .
"
142,I ' m going to do tirador de la escuela.,"I 'm going to do school shooter .
","Me voy a hacer school shooter .
"
143,"If tú do n't fail tú ' re even not trying, when tú stop learning tu mente stops growing, immerse tú mismo among gente positiva y hermosa.","If you do n't fail you 're even not trying , when you stop learning your mind stops growing , immerse yourself among positive and beautiful people .
","Si no fallas ni siquiera lo estás intentando … Cuando paras de aprender tu mente para de crecer … Sumérgete entre gente positiva y hermosa .
"
144,I absolutely love when mi jonathan gives a mí besos en la frente.,"I absolutely love when my Jonathan gives me forehead kisses .
","Me encanta cuando mi Jonathan me da besos en la frente .
"
145,I bet tú think about a mí when tú see Cosas de Thor.,"I bet you think about me when you see Thor stuff .
","Apuesto a que piensas en mí cuando ves cosas de Thor .
"
146,"I just heard él, super good too.","I just heard it , super good too .
","Lo acabo de escuchar , super bueno tambien .
"
147,este desvanecimiento may be too short. Oh Dios. ( I can not be blamed for qué is said because of Google. ),"This fade may be too short . Oh God . ( I can not be blamed for what is said because of google . )
","Este desvanecimiento puede ser demasiado corto . Oh Dios . ( No se me puede culpar por lo que se dice debido a google ) .
"
148,"Ok, but qué plataforma de transmisión has todas las temporadas winx?","Ok , but which streaming platform has all the Winx seasons ?
","Ok , pero ¿ qué plataforma de transmisión tiene todas las temporadas de Winx ?
"
149,Nadie has la vida perfecta.,"Nobody has the perfect life .
","Nadie tiene la vida perfecta .
"
150,"mi argumento has evidencia, unlike tuyo, that ’ s why tú ca n't debate, cause tú know I ' m right.","My argument has evidence , unlike yours , that ’s why you ca n't debate , cause you know I 'm right .
","Mi argumento tiene pruebas , a diferencia del tuyo , por eso no puedes debatir , porque sabes que tengo razón .
"
151,bebé has a ellos acting stupid.,"Bebe has them acting stupid .
","Bebe los tiene actuando estúpido .
"
152,Ellos are hechos does not have to hurt.,"They are facts does not have to hurt .
","Son hechos no tiene que doler .
"
153,""" There ' s Sigue a tiempo, "" no but I do n't want to.",""" There 's still time , "" no but I do n't want to .
",""" Aun hay tiempo "" , no pero no quiero .
"
154,"Live for tú mismo, for carajo.","Live for yourself , for fuck 's sake .
","Vive por ti mismo , por el amor de Dios .
"
155,"Sometimes I get sad and then I remind mí mismo that I am un maldito idiota eso has ni idea what the fuck ella ' s doing and then I get even more sad, but anyways, look how cute I looked under luz azul.","Sometimes I get sad and then I remind myself that I am a fucking idiot that has no idea what the fuck she 's doing and then I get even more sad , but anyways , look how cute I looked under blue light .
","A veces me pongo triste y después me recuerdo que soy una maldita idiota que no tiene idea de qué diablos está haciendo y luego me pongo aún más triste , pero de todos modos , mira qué linda me veía bajo la luz azul .
"
156,"After este sexenio, ellos will hardly see tu cara again in eventos like estos, how embarrassing to listen as un altavoz to este fraude OMS made el país one of the worst in Estadísticas due to su pésima gestión of COVID-19.","After this six - year term , they will hardly see your face again in events like these , how embarrassing to listen as a speaker to this fraud who made the country one of the worst in statistics due to his terrible management of Covid-19 .
","Después de este sexenio dificilmente volveran a verte la cara en eventos como estos , que vergüenza escuchar como orador a este fraude que hizo del país uno de los peores en estadísticas por su pésima gestión del Covid-19 .
"
157,"Alguno have problemas de mami, otros daddy issues, I have problemas familiares.","Some have mommy issues , others daddy issues , I have family issues .
","Unos tienen problemas con mamá , otros problemas con papá , yo tengo problemas con la familia .
"
158,"No, oye amor propio, be tú mismo, even if tú tú mismo are down.","No , hey self love , be yourself , even if you yourself are down .
","No , eyy amor propio , sé tú mismo , aunque tú mismo estés abajo .
"
159,"Elon Musk is un cerdo, but un cerdo with maldito dinero, although the monkey dresses in seda, un mono él stays.","Elon Musk is a pig , but a pig with freaking money , although the monkey dresses in silk , a monkey he stays .
","Elon Musk es un cerdo , pero un cerdo con maldito dinero , aunque el mono se vista de seda , el mono se queda .
"
160,Thinking though i can totally see él.,"Thinking though i can totally see it .
","Pensando aunque puedo verlo totalmente .
"
161,"Although I have n't gotten where I want, I wo n't ever come back where I used to be.","Although I have n't gotten where I want , I wo n't ever come back where I used to be .
","Aunque no he llegado a donde yo quiero , no volveré nunca a donde solía estar .
"
162,"Fuck el Gobierno, todos mis amigos are from Al Qaeda.","Fuck the government , all my homies are from Al - Qaeda .
","A la mierda el gobierno , todos mis amigos son de Al-Qaeda .
"
163,"Mi ex really texted a mí saying “ tú are mine and tú will always be, ” bro él ’ s been 4 años … .. do n’t tú have una novia?","My ex really texted me saying “ you are mine and you will always be , ” bro it ’s been 4 years … .. do n’t you have a girlfriend ?
","Mi ex realmente me envió un mensaje de texto diciendo "" vos sos mia y siempre serás "" , hermano , han pasado 4 años ... ¿ no tienes novia ?
"
164,"Ellos always tell a mí not to be so insecure, I ' m trying my best.","They always tell me not to be so insecure , I 'm trying my best .
","siempre me dicen que no sea tan inseguro , estoy haciendo mi mejor esfuerzo .
"
165,For doing tantas mamadas.,"For doing so many blowjobs .
","Por hacer tantos mamadas .
"
166,I was in una comedia de pie.,"I was in a stand up comedy .
","Estaba en una comedia de pie .
"
167,"I was in un club gay, jajaja, ese es mi pequeño jovencito.","I was in a gay club , lol , that 's my little twink boy .
","Estaba en un club gay , jajaja , that's my little twink boy .
"
168,"Maybe it ' s tiempo to get back into F1 because este is algunas buenas carreras de culo, I thought I was watching GT3 for un poco.","Maybe it 's time to get back into F1 because this is some good ass racing , I thought I was watching GT3 for a bit .
","Tal vez es hora de volver a la F1 porque esta es una buena carrera , pensé que estaba viendo GT3 por un momento .
"
169,"Oh my gosh, that ' s too much with este gobierno fallido!","Oh my gosh , that 's too much with this failed government !
","¡ Oh , Dios mío , eso es demasiado con este gobierno fallido !
"
170,I ' m going to cosplay Marshall Lee ( Marcelina ' s cambio de género ).,"I 'm going to cosplay Marshall Lee ( Marceline 's genderbend ) .
","Voy a hacer cosplay de Marshall Lee ( genderbend de Marceline ) .
"
171,"Baby, I ' m going to make tú a baby.","Baby , I 'm going to make you a baby .
","Baby , te voy a hacer un nene .
"
172,I want to make trajes a juego with tú.,"I want to make matching outfits with you .
","Quiero hacer outfits a juego contigo .
"
173,"And that laura is sad, why are tú lying?","And that Laura is sad , why are you lying ?
","Y que Laura esta triste , por que mientes ?
"
174,Ella was in the confessional giving no joder about OMS ella was leaving.,"She was in the confessional giving no fucks about who she was leaving .
","Ella estaba en el confesionario sin importarle quién se iba .
"
175,Take a mí back to when coñodon was active.,"Take me back to when Pussydon was active .
","Take me back a cuando Pussydon estaba activo .
"
176,"These two do n't get tired of harassing each other, che, I know qué tú are.","These two do n't get tired of harassing each other , che , I know what you are .
","No se cansan de chamuyarse estos dos , che , sé lo que eres .
"
177,Tutorial para colorear is when?,"Coloring tutorial is when ?
","Tutorial para colorear para cuando ?
"
178,I should have known algo was wrong when I started hiding alguno of nuestras interacciones from mi mejor amigo.,"I should have known something was wrong when I started hiding some of our interactions from my best friend .
","Debería haber sabido que algo andaba mal cuando comencé a ocultarle parte de nuestras interacciones con mi mejor amigo .
"
179,"When El plan is to go for café helado, compras, cena and bebidas.","When the plan is to go for iced coffee , shopping , dinner and drinks .
","Cuando el plan es café helado , de compras , cena y bebidas .
"
180,"Ellos ' ll be like, “ Terry, I spend my every waking thought wishing upon su desaparición, ” and I ' d be like aw, I love tú too.","They 'll be like , “ Terry , I spend my every waking thought wishing upon your demise , ” and I 'd be like aw , I love you too .
","Serán como , "" Terry , paso todos mis pensamientos despiertos deseando tu muerte "" , y yo diría aw , yo también te amo .
"
181,"I would do Sabana, I just feel more real south and also huge I ' m un ventilador of Para descanso.","I would do Savannah , I just feel more real south and also huge I 'm a fan of Forrest .
","Yo haría Savannah , me siento más real del sur y también soy un gran fanático de Forrest .
"
182,I miss tú too!,"I miss you too !
","¡ Te extraño tambien !
"
183,"Very happy and proud to not see mí mismo in este tuit, studying with tú is also un refuerzo moral.","Very happy and proud to not see myself in this tweet , studying with you is also a morale booster .
","Muy feliz y orgullosa de no verme en este tuit , cursar con vos también es un impulso de moral .
"
184,"I already told tú, but I ' ll say él again, happy happy happy 25th birthday.","I already told you , but I 'll say it again , happy happy happy 25th birthday .
","Ya te lo había dicho , pero lo diré de nuevo , feliz feliz feliz 25 cumpleaños .
"
185,"I had forgotten that I am taller than tú, I love tú rey corto.","I had forgotten that I am taller than you , I love you short king .
","Había olvidado que soy más alto que tú , te amo rey bajo .
"
186,"Please look after a mí, él ca n't be.","Please look after me , it ca n't be .
","Por favor cuídame , no puede ser .
"
187,How can él be so goddamn beautiful.,"How can it be so goddamn beautiful .
","Como puede ser tan malditamente hermoso .
"
188,"So, I went to un club in miami called Rosario; as ellos were blasting Perreo ( of toda la música ) el anfitrión, una chica blanca, sizes a mí up and tells mi amigo ( likely because ella thought I did n't speak Español ), “ la chica negra is too much, ella ca Nuevo Testamento come in, sorry, ” while ella let una chica blanca in with la misma cima as a mí.","So , I went to a club in Miami called Rosario ; as they were blasting Perreo ( of all music ) the host , a white girl , sizes me up and tells my friend ( likely because she thought I did n't speak Spanish ) , “ the black girl is too much , she ca n’t come in , sorry , ” while she let a white girl in with the same top as me .
","Entonces , fui a un club en Miami llamado Rosario ; mientras escuchaban Perreo ( de todos los tipos de música ) la anfitriona , una blanca , me evalúa y le dice a mi amiga ( probablemente porque pensó que no hablaba español ) , "" la negra es demasiado , no puede entrar , lo siento "" , mientras dejó entrar a una chica blanca con la misma blusa que yo .
"
189,"I do n't have problemas paternales, mi padre has problemas de hija.","I do n't have daddy issues , my father has daughter issues .
","Yo no tengo problemas con mi padre , mi padre tiene problemas con su hija .
"
190,"I like primavera but at al mismo tiempo I do n't because, qué ' s going on with este maldito clima?","I like spring but at the same time I do n't because , what 's going on with this motherfucking weather ?
","Me gusta la primavera pero al mismo tiempo no porque , ¿ qué está pasando con este clima de mierda ?
"
191,"But not so much anymore, I ' m so happy about eso.","But not so much anymore , I 'm so happy about that .
","Pero ya ni tanto , estoy tan feliz por eso .
"
192,"I think the same, invierno makes a mí look so good.","I think the same , winter makes me look so good .
","Opino lo mismo , el invierno me hace ver tan bien .
"
193,"Now that I am with varios proyectos, I am going to quote one of mis referencias : "" Cada aspecto of making películas is un dolor gigante in el culo, and él ' s never worth it. ""","Now that I am with several projects , I am going to quote one of my references : "" Every single aspect of making movies is a giant pain in the ass , and it 's never worth it . ""
","Ahora que estoy con varios proyectos voy a citar a uno de mis referentes : "" Cada aspecto de hacer películas es un gran dolor en el trasero , y nunca vale la pena "" .
"
194,"I love "" Be For Tú "", although I really do n't beg for alguien.","I love "" Be For You "" , although I really do n't beg for anyone .
","Me encanta "" Be For You "" , aunque en realidad no ruego por nadie .
"
195,"I want to live to be 102, and healthy with la habilidad to tell Mis nietos and bisnietos les encantan las historias, even if él ' s not from tu abuelo.","I want to live to be 102 , and healthy with the ability to tell my grandchildren and great grandchildren love stories , even if it 's not from your grandfather .
","Quiero vivir hasta los 102 años y ser saludable con la capacidad de contarles a mis nietos y bisnietos historias de amor , aunque no sea de su abuelo .
"
196,Although every time I run out of bateria social él ruins mi humor cuz I do n't want to miss out on cualquier cosa or make otra gente uncomfortable.,"Although every time I run out of social battery it ruins my mood cuz I do n't want to miss out on anything or make other people uncomfortable .
","Aunque cada vez que se me acaba la batería social arruina mi estado de ánimo porque no quiero perderme nada o hacer que otras personas se sientan incómodas .
"
197,i ’ m enjoying este believe él or not.,"i ’m enjoying this believe it or not .
","Estoy disfrutando esto aunque usted no lo crea .
"
198,"Okay and nosotros always win, qué ' s tu punto?","Okay and we always win , what 's your point ?
","Okay y siempre ganamos , ¿ cuál es tu punto ?
"
199,OMS would say that Mbappé knows how to stand up.,"Who would say that Mbappe knows how to stand up .
","Quien diría que Mbappé sabe hacer stand up .
"
200,"I miss going to el gimnasio and doing un buen entrenamiento, but I need to take cuidado of mí mismo the first weeks.","I miss going to the gym and doing a good workout , but I need to take care of myself the first weeks .
","Echo de menos ir al gimnasio y hacer un buen entrenamiento , pero necesito cuidarme las primeras semanas .
"
201,Doing tarea with Selva in el fondo is mi pasión.,"Doing homework with Jungle in the background is my passion .
","Hacer tarea con Jungle de fondo es mi pasión .
"
202,"Watching alguien die and doing nada, not the best feeling there is.","Watching someone die and doing nothing , not the best feeling there is .
","Ver a alguien morir y no hacer nada , no es el mejor sentimiento que existe .
"
203,""" I was n't ready to break up. """,""" I was n't ready to break up . ""
","“ No estaba listo para romper ” .
"
204,I was vitriniar.,"I was window shopping .
","Estaba mirando escaparates .
"
205,Estas malditas imágenes.,"These fucking visuals .
","Estos putos visuales .
"
206,"Qué was él doing cuadro? Él ' s so crazy, love a él.","What was he doing painting ? He 's so crazy , love him .
","¿ Que hacia pintando ? está tan loco , lo amo .
"
207,"Ella throws su pelo back, él 's because you do the bare minimum and you ' re todavía un rey.","She throws her hair back , it 's because you do the bare minimum and you 're still a king .
","Se echa el pelo hacia atras , es que haces lo minimo y sigues siendo rey .
"
208,"Ah, I like sopa de fideos, even when él ' s hot.","Ah , I like noodle soup , even when it 's hot .
","Ah , me gusta la sopa de fideo , aunque haga calor .
"
209,"Although ellos throw piedras and mas piedras at a mí, I said qué él needed to be said.","Although they throw stones and more stones at me , I said what it needed to be said .
","Aunque me abienten piedras y mas piedras , dije lo que hay que decir .
"
210,I always feel bad because I ' m not una persona mañanera at all.,"I always feel bad because I 'm not a morning person at all .
","Siempre me siento mal porque no soy para nada una persona mañanera .
"
211,"Todos ustedes got ta open todos ustedes corazón to el mundo and to la gente eso care about tú, otherwise tú will always be unhappy with vida, nada will satisfy tú with tu "" víctima "" to actitud de vida.","Y’all got ta open y’ all heart to the world and to the people that care about you , otherwise you will always be unhappy with life , nothing will satisfy you with your “ victim to life ” attitude .
","Tienes que abrir tu corazón al mundo y a las personas que se preocupan por ti , si no , siempre vas a estar infeliz con la vida , nada te va a satisfacer con tu actitud de “ victima a la vida . ”
"
212,"I refrain from commenting, I think I have un problema.","I refrain from commenting , I think I have a problem .
","Me abstengo de hacer comentarios , creo que tengo un problema .
"
213,"Horror las notas OMS want to make poligamia happen, él ’ s not gon na happen.","Horror the jotes who want to make polygamy happen , it ’s not gon na happen .
","Horror los jotes que quieren hacer que la poligamia suceda , no va a pasar .
"
214,"Qué will these shameless believe, todos knows tú do n't go to bodas for amar.","What will these shameless believe , everyone knows you do n't go to weddings for love .
","Que sera lo que se creen estos sin vergüenza , todos saben que no se va a las bodas por amor .
"
215,"Tú go for alimento, fiesta and Barra libre.","You go for food , party and open bar .
","Tu vas para comida , fiesta y barra libre .
"
216,Arturo has been un dolor all these months so I ' m glad of a él only because él is not going to be whinnying about Antonio being dense.,"Arthur has been a pain all these months so I 'm glad of him only because he is not going to be whinnying about Antonio being dense .
","Arthur ha sido un dolor de cabeza todos estos meses así que me alegro de el solo porque no se va a quejar de que Antonio es tonto .
"
217,First tú got ta inhale El aire into tus pulmones.,"First you got ta inhale the air into your lungs .
","Primero tienes que inhalar el aire hacia los pulmones .
"
218,Why did ellos have to bully gente OMS did cosplay tiktok with caras exageradas out of la aplicación?,"Why did they have to bully people who did cosplay tiktoks with exaggerated faces out of the app ?
","Por que tenian que bully a la gente que hacia tiktoks en cosplay con caras exageradas out of the app ?
"
219,"Tú do n't have to be sorry for leaving and growing up, no, well, there was No hay necesidad.","You do n't have to be sorry for leaving and growing up , no , well , there was no need .
","No tienes que arrepentirte de irte y crecer , no , bueno , no hacía falta .
"
220,"In hecho, here I am, screaming in homosexualidad.","In fact , here I am , screaming in homosexuality .
","De hecho , aquí estoy , gritando en homosexual .
"
221,"I like un hombre blanco and I get dragged, I hate este, I deserve better.","I like a white man and I get dragged , I hate this , I deserve better .
","Me gusta un hombre blanco y me arrastran , odio esto , merezco algo mejor .
"
222,"Okay okay todo is well, time to sleep now, yes.","Okay okay all is well , time to sleep now , yes .
","Okay okay todo está bien , a mimir ahora , si .
"
223,Very proud of mi barcita and todo ellos ' ve accomplished esta temporada after todo eso has happened.,"Very proud of my Barcita and everything they 've accomplished this season after everything that has happened .
","Muy orgulloso de mi Barcita y de todo lo que han logrado esta temporada después de todo lo que ha pasado .
"
224,"La casa smells like café and papas from un pequeño desayuno antes del brunch before el prejuego, vida is good, I love tú Benito.","The house smells like coffee and potatoes from a little pre - brunch breakfast before the pregame , life is good , I love you Benito .
","La casa huele a café y papas de un pequeño desayuno antes del almuerzo antes del juego , la vida es buena , te quiero Benito .
"
225,I was n't ready for el descanso up.,"I was n't ready for the break up .
","No estaba listo para el rompimiento .
"
226,Los ingenieros de audio. are popping sus coños with estas presentaciones en vivo.,"The audio engineers are popping their pussies with these live performances .
","Los ingenieros de audio están haciendo estallar sus coños con estas presentaciones en vivo .
"
227,I hate estos flashbacks.,"I hate these flashbacks .
","Odio estos flashbacks .
"
228,"What the fuck, Taylor Swift did n't rock?","What the fuck , Taylor Swift did n't rock ?
","¿ Qué carajo , Taylor Swift no hacia el rock ?
"
229,"I ' m in el coche to cannes, él ' s over for tú.","I 'm in the car to Cannes , it 's over for you .
","Estoy en el coche hacia Cannes , se acabó para ti .
"
230,Él has made a nosotros gaslight.,"It has made us gaslight .
","Nos ha hecho gaslighting .
"
231,I have inadvertently made un partido with un español.,"I have inadvertently made a match with a Spaniard .
","He hecho match sin querer con un español .
"
232,"I ' m not excited, no, I hate voleibol de playa, but vida ' s like eso sometimes.","I 'm not excited , no , I hate beach volleyball , but life 's like that sometimes .
","No estoy emocionada , no , odio el volley playa , pero la vida es así a veces .
"
233,"“ cultura latina is very machista, ” benito says.","“ Latino culture is very machista , ” Benito says .
","“ La cultura latina es muy machista ” , dice Benito .
"
234,"Él ' s sad but there are mucho of sexista, hombres inseguros, machistas here OMS ca n't deal with la idea su novia is independent, intelligent and successful.","It 's sad but there are a lot of sexist , insecure , machista men here who ca n't deal with the idea their girlfriend is independent , intelligent and successful .
","Es triste , pero aquí hay muchos hombres sexistas , inseguros y machistas que no pueden aceptar la idea de que su novia es independiente , inteligente y exitosa .
"
235,Yo no and mi tio super macho bonding over selling atardecer and ser equipo christine.,"Not me and my super macho uncle bonding over selling sunset and being team Christine .
","No mi tío súper machista y yo nos unimos por vender Sunset y ser el equipo de Christine .
"
236,"sociedad machista, honey!","Macho society , honey !
","¡ Sociedad machista , cariño !
"
237,Let ' s not forget when él mansplained toda la clase.,"Let 's not forget when he mansplained the whole class .
","No olvidemos cuando le hizo mansplaining a toda la clase .
"
238,"I ca n't believe that promoción goes down when él ' s el fin of la temporada, las calificaciones will drop even more than la última semana!","I ca n't believe that promotion goes down when it 's the end of the season , the ratings will drop even more than the last week !
","No puedo creer que baja promoción cuando es el final de temporada , ¡ los ratings caerán incluso más que la semana pasada !
"
239,"Whenever tú like, let ' s go, but for now Buenas noches!","Whenever you like , let 's go , but for now Goodnight !
","Cuando gustes vamos , pero por ahora ¡ Buenas noches !
"
240,Because él ' s mi primera vida too.,"Because it 's my first life too .
","Porque es mi primera vida tambien .
"
241,"That ' s not cool either, No es de extrañar no gay or lesbianas are in la casa, but niurka is Reina of los gays and perras.","That 's not cool either , no wonder no gay or lesbians are in the house , but Nuirka is Queen of the gays and bitches .
","Eso tampoco mola , no me extraña que no haya gays ni lesbianas en la casa , pero Nuirka es la reina de los gays y las perras .
"
242,"I already did couple months ago, él was great too.","I already did couple months ago , it was great too .
","Ya lo hice hace un par de meses , también fue genial .
"
243,"Él texted a nosotros un video from su apartamento where él asked máx. and rafe, “ Are nosotros going to help nuestros amigos? ” and ellos ambos shouted, “ No! ” ellos are also fed up with los problemas.","He texted us a video from their apartment where he asked Max and Rafe , “ Are we going to help our friends ? ” and they both shouted , “ No ! ” they are also fed up with the problems .
","Nos envió un mensaje de texto con un video desde su apartamento donde les preguntó a Max y Rafe : "" ¿ Vamos a ayudar a nuestros amigos ? "" . y ambos gritaron , “ ¡ No ! ” también están hartos de los problemas .
"
244,I had n't seen that él was casi sin camisa.,"I had n't seen that he was almost shirtless .
","No había visto que estaba casi sin camisa .
"
245,"Mira bastard, there was una pendeja eso was shouting every second in la película Gritar 5, and I swear I was almost about to hit su if sergio was n't there.","Mira bastard , there was a pendeja that was shouting every second in the film Scream 5 , and I swear I was almost about to hit her if Sergio was n't there .
","Mira cabrón , había una pendeja que gritaba a cada segundo en la película Scream 5 , y te juro que casi le pego si no estuviera Sergio .
"
246,"Hey, I had n't seen la mujer in la casa across la calle from la mujer in la ventana.","Hey , I had n't seen the woman in the house across the street from the girl in the window .
","Oye , yo no había visto a la mujer en la casa al otro lado de la calle de la niña en la ventana .
"
247,Todo can be un meme if tú ' re brave enough.,"Everything can be a meme if you 're brave enough .
","Todo puede ser un meme si eres lo suficientemente valiente .
"
248,"Él 's like I ' m trying to compete with mí mismo, let ' s see, OMS can have más ataques de pánico in escuela in un día.","It 's like I 'm trying to compete with myself , let 's see , who can have more panic attacks in school in one day .
","Es como si estuviera tratando de competir conmigo mismo , a ver , quién puede tener más ataques de pánico en la escuela en un día .
"
249,"Mismo hermano, but in miami él looks normal, if tú ' re gon na be una azada tú got ta own él.","Same brother , but in Miami it looks normal , if you 're gon na be a hoe you got ta own it .
","Así mismo hermano , pero en Miami se ve normal , si vas a ser un hoe tienes que poseerlo .
"
250,"For reunirse, if alguien is interested in trading La entrada nosotros can meet up on El dia before el concierto or el día del concierto sí mismo.","For meetup , if anyone is interested in trading the ticket we can meet up on the day before the concert or the concert day itself .
","Para quedar , si alguien está interesado en canjear la entrada , podemos encontrarnos el día antes del concierto o el mismo día del concierto .
"
251,Crazy how todos always said time flies after tú graduate escuela secundaria and tú never believe él until tú see él for tú mismo.,"Crazy how everyone always said time flies after you graduate high school and you never believe it until you see it for yourself .
","Loco como todos siempre decían que el tiempo vuela después de graduarse de la escuela secundaria y uno nunca lo cree hasta que lo ve por sí mismo .
"
252,Pintar from el mismo cepillo : perro diferente with el mismo cuello.,"Paint from the same brush : Different dog with the same collar .
","Pintura del mismo pincel : Distinto perro con el mismo collar .
"
253,"But, here tú are, writing in tu propio idioma, and not in Inglés; do n't talk about racismo, esteban has estilo, el otro is so tacky, do tú understand now beautiful?","But , here you are , writing in your own language , and not in English ; do n't talk about racism , Steven has style , the other guy is so tacky , do you understand now beautiful ?","Pero , aquí estás , escribiendo en tu propio idioma , y ​​no en inglés , no hables de racismo , Steven tiene estilo el otro tipo es tan vulgar . , ¿ entiendes ahora bonito ?"
